user_id,name,phone,relation,risk_tag
U0001,Hoàng Bình,09121385648,family,none
U0001,Nguyễn Hà,09186264978,friend,none
U0001,Nguyễn Chi,08564036613,coworker,none
U0001,Bùi Bình,09810983889,friend,none
U0001,Trần Hà,09575880144,coworker,none
U0001,Võ Dung,08947686182,service,none
U0001,Đỗ Nam,09219601538,coworker,none
U0001,Đỗ Phương,09383130644,friend,none
U0001,Vũ Ngân,08749712464,friend,none
U0001,Đỗ Bình,09875000897,friend,none
U0001,Bùi Linh,09347647080,coworker,none
U0001,Lê Lan,08387739004,service,none
U0001,Dương Chi,08831641854,friend,none
U0001,Bùi Linh,09680235409,service,none
U0001,Bùi Hải,08810408110,friend,none
U0001,Võ Ngân,09871758949,friend,none
U0001,Võ Sơn,09691267776,friend,none
U0001,Phan Hùng,09210227750,friend,none
U0001,Phan Hùng,08952784632,coworker,none
U0001,Vũ Quân,09780242663,friend,none
U0001,Bùi Chi,09026597400,friend,none
U0001,Phan Lan,09591347443,family,none
U0001,Bùi Nam,09051645421,friend,none
U0001,Hoàng Minh,09645711668,coworker,none
U0001,Dương Hà,08495013508,friend,none
U0001,Bùi Đạt,08816618982,coworker,none
U0001,Đặng Linh,09794899479,coworker,none
U0001,Nguyễn Linh,08780196322,friend,none
U0001,Nguyễn Minh,09791145010,coworker,none
U0001,Trương Minh,08878082003,unknown,none
U0001,Dương Ngân,09885809023,friend,none
U0001,Phan Minh,09025891127,friend,none
U0001,Đỗ Quang,09319482166,family,none
U0001,Vũ Bình,08580471720,coworker,none
U0001,Ngô Trung,09740550697,family,none
U0001,Phan Giang,08360611760,family,none
U0001,Đặng Lan,08778434305,friend,none
U0001,Bùi Dung,09267002486,service,none
U0001,Lê Hải,09593965831,service,none
U0001,Bùi Hùng,08834867663,service,none
U0001,Bùi Ngân,09144454214,coworker,none
U0001,Hồ An,09223576836,coworker,none
U0001,Võ Trang,09752025510,friend,none
U0001,Vũ Phương,09541862737,unknown,none
U0001,Đinh Ngọc,09726249392,coworker,none
U0001,Trương Minh,09762942325,friend,none
U0001,Hồ Thảo,09576715110,coworker,none
U0001,Đỗ Linh,08615969213,friend,none
U0001,Phan Linh,08698744621,friend,none
U0001,Bùi Khánh,09143886211,friend,none
U0001,Ngô Ngọc,09362187689,service,none
U0001,Đỗ Thành,08498107279,coworker,none
U0001,Dương Trung,08482904768,friend,none
U0001,Võ Chi,09635589998,service,none
U0001,Hồ Khánh,08347812980,friend,none
U0001,Phạm Dung,08643203194,friend,none
U0001,Ngô Bình,09045543075,friend,none
U0001,Vũ Quang,08861826683,coworker,none
U0001,Hồ Thành,09244198460,friend,none
U0001,Vũ Giang,08335460215,friend,none
U0001,Đinh Khánh,09879609126,coworker,none
U0001,Đỗ Thảo,09563352794,friend,none
U0001,Đinh Linh,09381011306,unknown,none
U0001,Hoàng Ngân,09182160468,family,none
U0001,Trần Quang,09421991170,family,none
U0001,Huỳnh Chi,08920778926,coworker,none
U0001,Đinh Giang,09338785870,unknown,none
U0001,Ngô Thảo,09246695037,coworker,none
U0001,Hồ Lan,08561961414,coworker,none
U0001,Đỗ Linh,08467629122,friend,none
U0001,Dương Bình,08449251263,coworker,none
U0001,Hồ Đạt,09369284827,service,none
U0001,Phan Nam,09219647157,friend,none
U0001,Lê An,09582255181,family,none
U0001,Huỳnh Đạt,09749403263,friend,none
U0001,Huỳnh An,08738839043,friend,none
U0001,Trương Quân,08880393400,service,none
U0001,Ngô Ngân,09129408519,coworker,none
U0001,Đỗ Khánh,08679683732,family,none
U0001,Phạm Khánh,09375993084,friend,none
U0001,Võ Lan,09283552781,coworker,none
U0001,Huỳnh Chi,09653056566,coworker,none
U0001,Lê Ngọc,09488002865,friend,none
U0001,Trương Trung,08470357678,coworker,none
U0001,Vũ Linh,09620529784,service,none
U0001,Hồ Bình,09254181701,family,none
U0001,Dương Vy,08998477326,coworker,none
U0001,Nguyễn Hà,09121829936,service,none
U0001,Hồ Khánh,09540000709,coworker,none
U0001,Trương Linh,08888957186,coworker,none
U0001,Huỳnh Nam,09151561306,friend,none
U0001,Phạm Hà,08345026585,friend,none
U0001,Phạm An,09067370088,service,none
U0001,Phan Sơn,08568487224,friend,none
U0001,Đặng Quân,08745337602,unknown,none
U0001,Ngô Chi,08768856154,service,none
U0001,Đỗ Khánh,08711115576,coworker,none
U0001,Huỳnh Trung,09861801684,friend,none
U0001,Hồ Chi,09226724499,coworker,none
U0001,Đặng Quân,09573628390,friend,none
U0001,Trần Vy,09284629391,friend,none
U0001,Hoàng Đạt,08711537725,unknown,none
U0001,Đinh Sơn,09346354372,friend,none
U0001,Huỳnh Khánh,09450410378,service,none
U0001,Nguyễn Hải,09396193239,unknown,none
U0001,Trần Quân,09750092354,family,none
U0001,Phan Khánh,08323156497,coworker,none
U0001,Vũ Giang,09874908417,family,none
U0001,Lê Giang,08513816732,coworker,none
U0001,Trương Quang,08796455987,coworker,none
U0001,Ngô Ngân,09680104643,service,none
U0001,Võ Thành,09318433667,friend,none
U0001,Hoàng Quang,08586628634,family,none
U0001,Trương Sơn,08516444700,friend,none
U0001,Đỗ An,08894969901,friend,none
U0001,Dương Sơn,09070506565,coworker,none
U0001,Bùi Phương,09397906718,coworker,none
U0001,Huỳnh Hải,08868103011,family,none
U0001,Trần Linh,08724473560,coworker,none
U0001,Dương Trung,09253953441,unknown,none
U0001,Trần Khánh,09291737267,family,none
U0001,Đinh Hùng,09261933413,coworker,none
U0001,Dương Quang,09219200538,friend,none
U0001,Lê Linh,08511009482,coworker,none
U0001,Hoàng Bình,09190274057,coworker,none
U0001,Bùi Giang,09645860176,friend,none
U0001,Dương Hà,09760909610,family,none
U0001,Phạm Vy,08619225995,friend,none
U0001,Bùi Vy,09331897103,friend,none
U0001,Phạm Hùng,08543572248,coworker,none
U0001,Đinh Bình,09188109602,friend,none
U0001,Vũ Chi,09197907102,friend,none
U0001,Đỗ Lan,09536982618,family,none
U0002,Vũ Hải,08921826140,friend,none
U0002,Bùi Ngọc,09295611540,service,loan_agent
U0002,Ngô Trang,09633775295,coworker,none
U0002,Trương Thành,08551447311,friend,short_loan_ad
U0002,Đỗ Bình,09832357074,friend,short_loan_ad
U0002,Võ Đạt,08542408445,service,short_loan_ad
U0002,Đinh Linh,09094773081,coworker,short_loan_ad
U0002,Bùi Phương,09295606300,friend,debt_collector
U0002,Lê Hà,09265266297,friend,loan_agent
U0002,Lê Minh,09424646489,friend,debt_collector
U0002,Hồ Vy,08584495384,coworker,none
U0002,Bùi Giang,09547858815,friend,none
U0002,Hồ Quân,09562839517,family,loan_agent
U0002,Ngô Nam,09542740820,family,none
U0002,Đặng Khánh,08722306382,family,loan_agent
U0002,Dương Trang,09585743355,friend,loan_agent
U0002,Dương Trang,08949375297,friend,none
U0002,Hoàng Dung,09420765303,friend,none
U0002,Huỳnh Nam,09550631231,coworker,none
U0002,Huỳnh Trung,08973426750,coworker,none
U0002,Trương Chi,08994727702,friend,none
U0002,Lê Dung,08419031908,coworker,none
U0002,Phan Dung,08761691772,coworker,none
U0002,Đỗ Phương,08371623503,friend,none
U0002,Nguyễn Nam,08493621821,coworker,none
U0002,Phan Lan,08339683162,family,none
U0002,Huỳnh Giang,09248640724,unknown,none
U0002,Đặng Phương,08516281639,friend,none
U0002,Ngô Thảo,09833851333,friend,none
U0002,Dương Trung,09231257519,service,none
U0002,Đặng Lan,09130484297,friend,none
U0002,Đỗ Linh,08747133104,unknown,none
U0002,Đinh Ngọc,08610656209,family,none
U0002,Vũ Sơn,09881125183,friend,none
U0002,Vũ Trung,09626923260,family,none
U0002,Bùi Vy,08950245170,friend,none
U0002,Đỗ Bình,09155354814,family,none
U0002,Huỳnh Linh,09556803479,coworker,none
U0002,Trương Giang,08345055347,friend,none
U0002,Phan Quân,09113679765,coworker,none
U0002,Đặng Thảo,08822744132,friend,none
U0002,Phạm Sơn,09058605216,friend,none
U0002,Đinh Hải,09118975678,coworker,none
U0002,Đinh Linh,09856237870,service,none
U0002,Đinh Giang,08874112570,friend,none
U0002,Đỗ Giang,09384108238,friend,none
U0002,Đặng Hải,09546480599,friend,none
U0002,Hoàng Thảo,08450921799,friend,none
U0002,Đặng An,08538556144,friend,none
U0002,Phạm Trung,09727592185,friend,none
U0002,Đặng Trung,09333231792,family,none
U0002,Nguyễn Đạt,08661376292,family,none
U0002,Phạm Sơn,08353557937,service,none
U0002,Hồ Thảo,08774579429,friend,none
U0002,Đỗ Lan,09858570687,service,none
U0002,Hồ Thành,08654007319,coworker,none
U0002,Đỗ Nam,09517386878,coworker,none
U0002,Đỗ Ngân,09369191427,friend,none
U0002,Vũ Trung,09453087038,coworker,none
U0002,Hoàng Nam,08915098662,family,none
U0002,Đỗ Bình,09259569449,coworker,none
U0002,Vũ Sơn,08912131958,family,none
U0002,Hoàng Giang,09395579269,coworker,none
U0002,Đỗ Lan,08878759022,friend,none
U0002,Hồ Thảo,08313998256,friend,none
U0002,Hoàng Hải,09496833363,family,none
U0002,Đinh Quân,09557765805,friend,none
U0002,Bùi Thành,08458809148,unknown,none
U0002,Hồ Đạt,08645412448,friend,none
U0002,Trương Khánh,09085986115,family,none
U0002,Hoàng Minh,08360757214,coworker,none
U0002,Ngô Ngọc,08484004444,friend,none
U0002,Trần Quân,08944511456,friend,none
U0002,Trần Sơn,09849493594,friend,none
U0002,Phan Trung,08776702494,unknown,none
U0002,Hồ Bình,09759738639,family,none
U0002,Võ Hùng,09011046635,coworker,none
U0002,Lê Bình,09884096321,unknown,none
U0002,Đỗ Phương,09370177015,coworker,none
U0002,Bùi Phương,09241954353,friend,none
U0002,Ngô Lan,09443763361,coworker,none
U0002,Hồ Quân,08647168385,friend,none
U0002,Bùi Giang,09766858134,family,none
U0002,Bùi Chi,09079076072,friend,none
U0002,Phan Vy,08377403609,friend,none
U0002,Phan Thành,08318017523,coworker,none
U0002,Dương Phương,08527798775,family,none
U0002,Đặng Vy,09297649033,friend,none
U0002,Phan Quân,09488102267,friend,none
U0002,Đinh Bình,08556524973,coworker,none
U0002,Võ Khánh,09074701777,friend,none
U0002,Võ Sơn,09645436637,friend,none
U0002,Huỳnh Đạt,08680292359,service,none
U0002,Đinh Thảo,09062689721,service,none
U0002,Phạm Hải,09076730755,coworker,none
U0002,Đặng Trung,09442844522,coworker,none
U0002,Hoàng Hà,09080899958,friend,none
U0002,Trần Đạt,08830800851,friend,none
U0002,Bùi Chi,09688484090,coworker,none
U0002,Ngô Trang,09377492315,coworker,none
U0002,Đinh Hà,09736084136,friend,none
U0002,Vũ Sơn,08932026080,friend,none
U0002,Phan Hùng,09388605016,friend,none
U0002,Phan Ngân,08757978034,friend,none
U0002,Ngô Thảo,09076272369,coworker,none
U0002,Hoàng Nam,09455821148,unknown,none
U0002,Đỗ Khánh,09266487268,friend,none
U0002,Lê Ngọc,09334157036,friend,none
U0002,Trần Khánh,08686230091,coworker,none
U0002,Bùi Lan,09692767838,friend,none
U0002,Dương An,09164517080,friend,none
U0002,Phan Trang,08356504925,friend,none
U0002,Vũ Sơn,08739400769,friend,none
U0002,Bùi Ngân,08431566703,service,none
U0002,Vũ Hùng,09488858954,friend,none
U0002,Bùi Ngân,09754697471,family,none
U0002,Phạm Ngọc,08718917983,coworker,none
U0002,Phạm Trung,08949812069,family,none
U0002,Nguyễn Quang,08610323740,friend,none
U0002,Đỗ Đạt,09542532783,coworker,none
U0002,Bùi Quang,09270552298,friend,none
U0002,Vũ Giang,09797077574,coworker,none
U0002,Huỳnh Dung,08878178254,friend,none
U0002,Trương Chi,08372393231,family,none
U0002,Bùi Ngân,08745246728,friend,none
U0002,Dương Bình,08397287870,friend,none
U0002,Bùi Quân,08642915847,service,none
U0002,Ngô Khánh,08637315919,friend,none
U0002,Huỳnh Hà,09828613841,coworker,none
U0002,Phan Đạt,08765002929,friend,none
U0002,Đỗ Bình,08318847047,unknown,none
U0002,Võ Linh,08431451144,friend,none
U0002,Võ Nam,09880033389,family,none
U0002,Hồ Quang,08323529191,unknown,none
U0002,Võ An,09658147414,coworker,none
U0002,Hồ Bình,09120853352,coworker,none
U0002,Phạm Hà,09186087790,service,none
U0002,Trương Vy,09326487977,friend,none
U0002,Nguyễn Thành,08572162210,service,none
U0002,Võ Sơn,09224531213,friend,none
U0002,Trần Dung,08334770005,coworker,none
U0002,Đỗ Phương,08576043507,friend,none
U0002,Hoàng Hùng,09539094461,service,none
U0002,Lê Quân,09318097532,friend,none
U0002,Huỳnh Linh,08698138360,service,none
U0002,Đặng Giang,09413208841,unknown,none
U0002,Võ Ngọc,09546808897,coworker,none
U0002,Đặng Đạt,09268411461,service,none
U0002,Nguyễn An,09844451970,family,none
U0002,Ngô Hùng,09158228853,service,none
U0002,Dương Nam,08511447027,friend,none
U0002,Hoàng Linh,08981926721,friend,none
U0002,Đỗ Giang,08983003513,friend,none
U0002,Phan Quang,08990362839,friend,none
U0002,Trương Ngọc,08848323912,family,none
U0002,Đỗ Ngọc,08457876305,coworker,none
U0002,Đặng Trung,09295559583,coworker,none
U0002,Phạm An,09093725117,friend,none
U0002,Hoàng Lan,09355144110,friend,none
U0002,Võ Quân,08777092460,coworker,none
U0002,Dương Giang,08610606991,service,none
U0002,Lê Trang,08337395933,friend,none
U0002,Hồ Lan,08341334540,coworker,none
U0002,Bùi Lan,09365220765,friend,none
U0002,Lê Vy,08320639045,friend,none
U0002,Huỳnh Bình,08789963304,family,none
U0002,Đinh Ngọc,08636386542,coworker,none
U0002,Hoàng Minh,09132024917,friend,none
U0002,Bùi Đạt,08716878754,coworker,none
U0002,Hồ Thành,09446300723,coworker,none
U0002,Vũ Lan,08911616751,friend,none
U0002,Huỳnh Quang,09253377924,friend,none
U0002,Trương Thành,09422734752,friend,none
U0002,Võ Bình,09593746285,friend,none
U0002,Phan An,09471307139,friend,none
U0002,Trương Chi,08555335262,friend,none
U0002,Nguyễn Quang,09685462086,friend,none
U0002,Đặng Khánh,09760121104,service,none
U0002,Trần Hải,08738882556,friend,none
U0002,Đinh An,08633682945,coworker,none
U0002,Đinh Chi,08676047976,friend,none
U0002,Nguyễn Dung,09414782032,friend,none
U0002,Đỗ Giang,09732333800,friend,none
U0002,Hoàng Nam,09399309551,coworker,none
U0002,Huỳnh Quang,09353696497,coworker,none
U0002,Huỳnh Ngân,09411450590,coworker,none
U0002,Đỗ Hà,09415825889,friend,none
U0002,Nguyễn Dung,09777082693,family,none
U0002,Phạm An,09628603369,friend,none
U0002,Đặng Giang,08977333540,family,none
U0002,Đỗ An,09384697932,friend,none
U0002,Võ Nam,09039971003,service,none
U0002,Vũ Ngân,08455680720,friend,none
U0002,Đỗ Ngân,08862295287,friend,none
U0002,Dương Bình,09349929229,friend,none
U0002,Phạm Hà,08716320660,friend,none
U0002,Vũ Hải,09085494136,family,none
U0002,Đinh Đạt,08495257125,coworker,none
U0002,Phan Khánh,09054750739,friend,none
U0002,Huỳnh Minh,08915669074,friend,none
U0002,Trương Hải,09196939218,coworker,none
U0002,Bùi Quân,08945747375,coworker,none
U0002,Huỳnh Sơn,08418575484,friend,none
U0002,Bùi Ngọc,08519359114,coworker,none
U0002,Lê Trang,09171230698,coworker,none
U0002,Vũ Hùng,09871369186,friend,none
U0002,Huỳnh Bình,09215227950,coworker,none
U0002,Ngô Khánh,08724713326,friend,none
U0002,Ngô Bình,09339709805,friend,none
U0002,Lê Ngân,09490939479,service,none
U0002,Đỗ Lan,09797004484,friend,none
U0002,Nguyễn Sơn,08879952580,coworker,none
U0002,Vũ Hải,08310316249,service,none
U0002,Vũ Hải,08914204115,service,none
U0002,Đặng Dung,09628254728,service,none
U0002,Hoàng Vy,08376884648,coworker,none
U0003,Trương Dung,09232844709,friend,none
U0003,Hồ Khánh,09393033347,friend,short_loan_ad
U0003,Bùi Trung,09762102461,friend,debt_collector
U0003,Hồ Phương,08376940461,friend,debt_collector
U0003,Phạm Trang,08697833388,friend,none
U0003,Phan Sơn,09122638943,coworker,loan_agent
U0003,Võ Lan,08621397557,coworker,none
U0003,Ngô Linh,09177483587,coworker,debt_collector
U0003,Đinh Quang,08354522310,friend,none
U0003,Đặng Lan,08816015006,coworker,none
U0003,Đỗ Minh,09692867697,coworker,none
U0003,Bùi Khánh,09711396888,coworker,none
U0003,Trương Trung,08476700431,family,none
U0003,Đặng Hà,09173420074,unknown,none
U0003,Dương Ngân,09694267407,coworker,none
U0003,Nguyễn Lan,09248098711,unknown,none
U0003,Hoàng Lan,09815480523,friend,none
U0003,Lê Dung,09296291239,friend,none
U0003,Đặng Phương,08381194968,friend,none
U0003,Vũ Vy,08350285373,family,none
U0003,Nguyễn Hải,09228728237,friend,none
U0003,Hoàng Khánh,09778806509,coworker,none
U0003,Phạm Đạt,09468992532,coworker,none
U0003,Ngô Quân,09029364000,unknown,none
U0003,Trần Hải,08924220357,coworker,none
U0003,Phạm An,09579375875,friend,none
U0003,Phạm Hải,08311421253,friend,none
U0003,Nguyễn Trang,09136652404,service,none
U0003,Lê Thành,08358698120,friend,none
U0003,Bùi Hà,08947703570,service,none
U0003,Huỳnh Đạt,09422099141,coworker,none
U0003,Đinh Sơn,08925702817,friend,none
U0003,Nguyễn Khánh,09427771167,coworker,none
U0003,Dương Hải,08997776357,friend,none
U0003,Phạm Nam,08739738764,friend,none
U0003,Đặng Lan,09660378091,service,none
U0003,Phan Minh,08712989320,coworker,none
U0003,Trương Phương,09282158577,coworker,none
U0003,Hồ Minh,09252626679,friend,none
U0003,Nguyễn Bình,08936121272,friend,none
U0003,Dương Vy,09894360567,family,none
U0003,Huỳnh Quang,08328326598,coworker,none
U0003,Trương Phương,09427332456,coworker,none
U0003,Đinh Hùng,09480497378,friend,none
U0003,Bùi Giang,09531433506,friend,none
U0003,Võ Ngọc,09643436397,service,none
U0003,Trương Đạt,09858661237,friend,none
U0003,Nguyễn Dung,09798794960,friend,none
U0003,Dương Vy,08818633766,coworker,none
U0003,Phan Bình,09887834542,service,none
U0003,Huỳnh Lan,08457752418,coworker,none
U0003,Ngô Trang,08987855596,coworker,none
U0003,Bùi Hùng,08886996631,friend,none
U0003,Đinh Thảo,08481659732,coworker,none
U0003,Trương Trung,09366269619,service,none
U0003,Phạm Minh,08783637845,friend,none
U0003,Vũ Thành,08385218619,friend,none
U0003,Nguyễn Dung,09084248351,friend,none
U0003,Huỳnh Chi,09858957300,family,none
U0003,Nguyễn Thành,08664293316,coworker,none
U0003,Đặng Thảo,09699732623,service,none
U0003,Trương Minh,08946401361,coworker,none
U0003,Võ An,09658030781,friend,none
U0003,Hoàng Khánh,09798308522,friend,none
U0003,Lê Ngọc,09785904044,family,none
U0003,Võ Linh,08959953289,coworker,none
U0003,Dương Khánh,09228711374,friend,none
U0003,Đặng Nam,09629750367,friend,none
U0003,Huỳnh Hà,08333731230,friend,none
U0003,Võ Bình,08920034628,coworker,none
U0003,Ngô Lan,08791682720,coworker,none
U0003,Ngô Vy,08463373871,friend,none
U0003,Đinh Bình,08851613608,unknown,none
U0004,Đặng Phương,09780314171,friend,short_loan_ad
U0004,Hoàng An,08993604965,friend,short_loan_ad
U0004,Bùi Lan,08524253891,unknown,loan_agent
U0004,Hồ Khánh,09559306184,coworker,debt_collector
U0004,Võ Trung,09568090616,friend,none
U0004,Đặng An,09492288559,friend,loan_agent
U0004,Đặng An,09765236670,coworker,loan_agent
U0004,Võ Hải,08650920350,family,none
U0004,Lê Giang,08398883979,friend,none
U0004,Hồ Hải,08626712451,family,debt_collector
U0004,Phạm Thành,09493527388,coworker,loan_agent
U0004,Đặng Sơn,09045593953,friend,none
U0004,Đinh Dung,09244446779,family,short_loan_ad
U0004,Vũ Thảo,09384156685,coworker,loan_agent
U0004,Nguyễn Dung,09835735009,family,loan_agent
U0004,Hồ Đạt,09672897963,service,none
U0004,Võ Thảo,08985541440,coworker,loan_agent
U0004,Trương Ngọc,09442963821,service,loan_agent
U0004,Lê Minh,08764310134,friend,none
U0004,Bùi Lan,08567079872,service,none
U0004,Ngô Hà,09312885309,friend,none
U0004,Phan Thảo,08975575775,friend,none
U0004,Lê Đạt,09651833302,family,none
U0004,Đặng Trang,09156236300,friend,none
U0004,Võ Quang,08537266134,service,none
U0004,Hồ Khánh,08330533314,coworker,none
U0004,Đặng Thành,09848767554,service,none
U0004,Đinh Hải,08754307659,coworker,none
U0004,Phan Lan,09062457594,coworker,none
U0004,Hồ Trang,09554446982,unknown,none
U0004,Hoàng Hải,09314795477,coworker,none
U0004,Ngô Quân,08470977138,coworker,none
U0004,Vũ Sơn,08957361436,friend,none
U0004,Trương Hùng,08498254060,coworker,none
U0004,Phạm Thành,09492444881,friend,none
U0004,Dương Hà,09040533975,coworker,none
U0004,Phan Chi,09471192254,friend,none
U0004,Nguyễn Vy,08878416566,coworker,none
U0004,Vũ Quân,08874776318,coworker,none
U0004,Ngô Bình,09166501334,friend,none
U0004,Dương An,09340586136,friend,none
U0004,Lê Phương,09658799317,friend,none
U0004,Đinh Linh,08646807178,service,none
U0004,Phan Giang,09244424367,service,none
U0004,Võ Linh,09113357586,service,none
U0004,Hoàng Dung,08727012463,coworker,none
U0004,Võ Chi,08871070340,friend,none
U0004,Phạm Khánh,09427237889,family,none
U0004,Dương Trang,08933708229,friend,none
U0004,Võ Khánh,09629397182,coworker,none
U0004,Phan Lan,08684936154,friend,none
U0004,Lê Minh,08592112951,coworker,none
U0004,Đinh Linh,09130159167,friend,none
U0004,Huỳnh Thảo,09242832059,coworker,none
U0004,Dương Hùng,09415279759,coworker,none
U0004,Võ Chi,09268240676,coworker,none
U0004,Phạm Nam,09057315007,friend,none
U0004,Hồ Thành,09863719869,friend,none
U0004,Nguyễn Hải,09443524042,unknown,none
U0004,Ngô Chi,09272701767,friend,none
U0004,Vũ Khánh,08691897767,unknown,none
U0004,Phan Hùng,08834239720,coworker,none
U0004,Dương Linh,09173602745,friend,none
U0004,Võ Nam,08931397351,friend,none
U0004,Đinh Thảo,08454726739,friend,none
U0004,Dương Thành,08941819977,friend,none
U0004,Hoàng Trang,08554002568,coworker,none
U0004,Trương Ngọc,08567126276,unknown,none
U0004,Ngô Trung,09148146771,coworker,none
U0004,Võ Chi,08568653976,coworker,none
U0004,Dương Thành,08498695922,coworker,none
U0004,Nguyễn Linh,09888188802,coworker,none
U0004,Đinh Chi,08893107343,friend,none
U0004,Phan Thảo,08784977268,family,none
U0004,Lê Bình,09270376371,coworker,none
U0004,Ngô Vy,09178889040,friend,none
U0004,Dương Hà,08428987646,friend,none
U0004,Phan Quân,08898478172,family,none
U0004,Bùi Đạt,08699630746,friend,none
U0004,Ngô Quang,08733738656,friend,none
U0004,Phạm Phương,08659273537,family,none
U0004,Vũ Vy,09558287511,family,none
U0004,Đặng Hải,09737687244,friend,none
U0004,Dương An,08756255465,family,none
U0004,Hoàng Bình,09030434994,family,none
U0004,Huỳnh Phương,09276429239,family,none
U0004,Võ An,09260165928,service,none
U0004,Nguyễn Giang,09759997155,friend,none
U0004,Trần Hà,09055741764,coworker,none
U0004,Vũ Thành,08991728487,service,none
U0004,Trần Ngọc,08684384958,unknown,none
U0004,Ngô Dung,09169538400,friend,none
U0004,Ngô Linh,09346550486,coworker,none
U0004,Bùi Hùng,09480304100,friend,none
U0004,Huỳnh Dung,09845625436,coworker,none
U0004,Đinh Sơn,09591308801,coworker,none
U0004,Võ Minh,08629241515,family,none
U0004,Lê Đạt,09148171889,friend,none
U0004,Đặng Thảo,08919194654,friend,none
U0004,Vũ Thành,08539387227,coworker,none
U0004,Hồ Sơn,09484968517,friend,none
U0004,Đỗ Quân,09737918276,service,none
U0004,Trương Linh,09240128776,friend,none
U0004,Huỳnh Vy,09891941821,coworker,none
U0004,Ngô Chi,09596387399,family,none
U0004,Hồ Hùng,08581483321,coworker,none
U0004,Phạm Hùng,09229987470,coworker,none
U0004,Vũ Đạt,09071961302,friend,none
U0004,Nguyễn Chi,08643162817,coworker,none
